threshold,precision,recall,f1,f2,accuracy,confusion_matrix
0.021699999999999917,0.38188976377952755,0.6466666666666666,0.4801980198019802,0.5679156908665105,0.8215802888700084,"[[1740, 314], [106, 194]]"
0.021799999999999917,0.38188976377952755,0.6466666666666666,0.4801980198019802,0.5679156908665105,0.8215802888700084,"[[1740, 314], [106, 194]]"
0.021899999999999916,0.38188976377952755,0.6466666666666666,0.4801980198019802,0.5679156908665105,0.8215802888700084,"[[1740, 314], [106, 194]]"
0.021999999999999915,0.3814229249011858,0.6433333333333333,0.47890818858560796,0.5656506447831184,0.8215802888700084,"[[1741, 313], [107, 193]]"
0.022099999999999915,0.3814229249011858,0.6433333333333333,0.47890818858560796,0.5656506447831184,0.8215802888700084,"[[1741, 313], [107, 193]]"
0.022199999999999914,0.3814229249011858,0.6433333333333333,0.47890818858560796,0.5656506447831184,0.8215802888700084,"[[1741, 313], [107, 193]]"
0.022299999999999914,0.38293650793650796,0.6433333333333333,0.48009950248756217,0.5663145539906104,0.822429906542056,"[[1743, 311], [107, 193]]"
0.022399999999999913,0.38293650793650796,0.6433333333333333,0.48009950248756217,0.5663145539906104,0.822429906542056,"[[1743, 311], [107, 193]]"
0.022499999999999912,0.38293650793650796,0.6433333333333333,0.48009950248756217,0.5663145539906104,0.822429906542056,"[[1743, 311], [107, 193]]"
0.022599999999999912,0.3817097415506958,0.64,0.47820672478206727,0.5637110980622431,0.8220050977060323,"[[1743, 311], [108, 192]]"
0.02269999999999991,0.38323353293413176,0.64,0.4794007490636704,0.564373897707231,0.8228547153780799,"[[1745, 309], [108, 192]]"
0.02279999999999991,0.38323353293413176,0.64,0.4794007490636704,0.564373897707231,0.8228547153780799,"[[1745, 309], [108, 192]]"
0.02289999999999991,0.38323353293413176,0.64,0.4794007490636704,0.564373897707231,0.8228547153780799,"[[1745, 309], [108, 192]]"
0.02299999999999991,0.3822937625754527,0.6333333333333333,0.4767879548306148,0.5598114319387154,0.8228547153780799,"[[1747, 307], [110, 190]]"
0.02309999999999991,0.3822937625754527,0.6333333333333333,0.4767879548306148,0.5598114319387154,0.8228547153780799,"[[1747, 307], [110, 190]]"
0.023199999999999908,0.3822937625754527,0.6333333333333333,0.4767879548306148,0.5598114319387154,0.8228547153780799,"[[1747, 307], [110, 190]]"
0.023299999999999908,0.3822937625754527,0.6333333333333333,0.4767879548306148,0.5598114319387154,0.8228547153780799,"[[1747, 307], [110, 190]]"
0.023399999999999907,0.3810483870967742,0.63,0.4748743718592965,0.5571933962264151,0.822429906542056,"[[1747, 307], [111, 189]]"
0.023499999999999906,0.3810483870967742,0.63,0.4748743718592965,0.5571933962264151,0.822429906542056,"[[1747, 307], [111, 189]]"
0.023599999999999906,0.3788187372708758,0.62,0.47029077117572693,0.5499704316972206,0.8220050977060323,"[[1749, 305], [114, 186]]"
0.023699999999999905,0.3795918367346939,0.62,0.4708860759493671,0.5502958579881657,0.822429906542056,"[[1750, 304], [114, 186]]"
0.023799999999999905,0.3795918367346939,0.62,0.4708860759493671,0.5502958579881657,0.822429906542056,"[[1750, 304], [114, 186]]"
0.023899999999999904,0.3795918367346939,0.62,0.4708860759493671,0.5502958579881657,0.822429906542056,"[[1750, 304], [114, 186]]"
0.023999999999999903,0.3795918367346939,0.62,0.4708860759493671,0.5502958579881657,0.822429906542056,"[[1750, 304], [114, 186]]"
0.024099999999999903,0.38114754098360654,0.62,0.4720812182741117,0.5509478672985783,0.8232795242141037,"[[1752, 302], [114, 186]]"
0.024199999999999902,0.38114754098360654,0.62,0.4720812182741117,0.5509478672985783,0.8232795242141037,"[[1752, 302], [114, 186]]"
0.0242999999999999,0.38114754098360654,0.62,0.4720812182741117,0.5509478672985783,0.8232795242141037,"[[1752, 302], [114, 186]]"
0.0243999999999999,0.38114754098360654,0.62,0.4720812182741117,0.5509478672985783,0.8232795242141037,"[[1752, 302], [114, 186]]"
0.0244999999999999,0.38114754098360654,0.62,0.4720812182741117,0.5509478672985783,0.8232795242141037,"[[1752, 302], [114, 186]]"
0.0245999999999999,0.38114754098360654,0.62,0.4720812182741117,0.5509478672985783,0.8232795242141037,"[[1752, 302], [114, 186]]"
0.0246999999999999,0.38114754098360654,0.62,0.4720812182741117,0.5509478672985783,0.8232795242141037,"[[1752, 302], [114, 186]]"
0.0247999999999999,0.38114754098360654,0.62,0.4720812182741117,0.5509478672985783,0.8232795242141037,"[[1752, 302], [114, 186]]"
0.024899999999999898,0.38114754098360654,0.62,0.4720812182741117,0.5509478672985783,0.8232795242141037,"[[1752, 302], [114, 186]]"
0.024999999999999897,0.38114754098360654,0.62,0.4720812182741117,0.5509478672985783,0.8232795242141037,"[[1752, 302], [114, 186]]"
0.025099999999999897,0.38114754098360654,0.62,0.4720812182741117,0.5509478672985783,0.8232795242141037,"[[1752, 302], [114, 186]]"
0.025199999999999896,0.38114754098360654,0.62,0.4720812182741117,0.5509478672985783,0.8232795242141037,"[[1752, 302], [114, 186]]"
0.025299999999999895,0.38114754098360654,0.62,0.4720812182741117,0.5509478672985783,0.8232795242141037,"[[1752, 302], [114, 186]]"
0.025399999999999895,0.38193018480492813,0.62,0.4726810673443456,0.5512744516893895,0.8237043330501275,"[[1753, 301], [114, 186]]"
0.025499999999999894,0.38193018480492813,0.62,0.4726810673443456,0.5512744516893895,0.8237043330501275,"[[1753, 301], [114, 186]]"
0.025599999999999894,0.38271604938271603,0.62,0.4732824427480916,0.5516014234875445,0.8241291418861513,"[[1754, 300], [114, 186]]"
0.025699999999999893,0.38271604938271603,0.62,0.4732824427480916,0.5516014234875445,0.8241291418861513,"[[1754, 300], [114, 186]]"
0.025799999999999892,0.38144329896907214,0.6166666666666667,0.4713375796178344,0.5489614243323442,0.8237043330501275,"[[1754, 300], [115, 185]]"
0.025899999999999892,0.38144329896907214,0.6166666666666667,0.4713375796178344,0.5489614243323442,0.8237043330501275,"[[1754, 300], [115, 185]]"
0.02599999999999989,0.38144329896907214,0.6166666666666667,0.4713375796178344,0.5489614243323442,0.8237043330501275,"[[1754, 300], [115, 185]]"
0.02609999999999989,0.38144329896907214,0.6166666666666667,0.4713375796178344,0.5489614243323442,0.8237043330501275,"[[1754, 300], [115, 185]]"
