number,value,datetime_start,datetime_complete,duration,params_C,params_aux_max_features,params_aux_min_df,params_aux_ngram_high,params_calibration_method,params_readme_max_features,params_readme_min_df,params_readme_ngram_high,user_attrs_f1,user_attrs_precision,user_attrs_recall,user_attrs_threshold,state
15,0.2857142857142857,2026-04-14 12:15:21.453638,2026-04-14 12:15:25.602180,0 days 00:00:04.148542,0.40588762720399024,100,3,1,isotonic,600,2,2,0.2857142857142857,0.35714285714285715,0.23809523809523808,0.4066650698,COMPLETE
16,0.24390243902439024,2026-04-14 12:15:25.602411,2026-04-14 12:15:33.126729,0 days 00:00:07.524318,13.956591003458342,50,3,1,isotonic,600,3,2,0.24390243902439024,0.25,0.23809523809523808,0.3111111111,COMPLETE
17,0.4090909090909091,2026-04-14 12:15:33.127035,2026-04-14 12:15:36.987721,0 days 00:00:03.860686,0.00406056368177844,100,3,2,isotonic,500,2,2,0.4090909090909091,0.391304347826087,0.42857142857142855,0.3404882155,COMPLETE
18,0.3684210526315789,2026-04-14 12:15:36.987936,2026-04-14 12:15:40.560422,0 days 00:00:03.572486,0.006961986700266115,200,3,1,isotonic,400,2,2,0.3684210526315789,0.4117647058823529,0.3333333333333333,0.5061728395,COMPLETE
19,0.3225806451612903,2026-04-14 12:15:40.560629,2026-04-14 12:15:44.122689,0 days 00:00:03.562060,0.02667089146870961,50,3,1,isotonic,700,3,2,0.3225806451612903,0.5,0.23809523809523808,0.6947565789,COMPLETE
20,0.45714285714285713,2026-04-14 12:15:44.122888,2026-04-14 12:15:47.695499,0 days 00:00:03.572611,0.002849412084298591,150,3,2,isotonic,300,2,2,0.45714285714285713,0.5714285714285714,0.38095238095238093,0.5539556031,COMPLETE
21,0.47058823529411764,2026-04-14 12:15:47.695703,2026-04-14 12:15:51.109618,0 days 00:00:03.413915,0.0032341355270278736,150,3,2,isotonic,300,2,2,0.47058823529411764,0.6153846153846154,0.38095238095238093,0.5644211448,COMPLETE
22,0.3829787234042553,2026-04-14 12:15:51.109863,2026-04-14 12:15:54.496880,0 days 00:00:03.387017,0.0051922560394978045,150,3,2,isotonic,300,2,2,0.3829787234042553,0.34615384615384615,0.42857142857142855,0.2996436142,COMPLETE
23,0.43243243243243246,2026-04-14 12:15:54.497080,2026-04-14 12:15:57.912794,0 days 00:00:03.415714,0.0022931586189036918,200,3,2,isotonic,300,3,2,0.43243243243243246,0.5,0.38095238095238093,0.5234520235,COMPLETE
24,0.3389830508474576,2026-04-14 12:15:57.913043,2026-04-14 12:16:01.432669,0 days 00:00:03.519626,0.0195014609319871,150,3,2,isotonic,300,2,2,0.3389830508474576,0.2631578947368421,0.47619047619047616,0.1388745624,COMPLETE
25,0.2857142857142857,2026-04-14 12:16:01.432876,2026-04-14 12:16:05.964967,0 days 00:00:04.532091,0.260679698199643,200,2,2,isotonic,300,2,2,0.2857142857142857,0.35714285714285715,0.23809523809523808,0.4245863796,COMPLETE
26,0.425531914893617,2026-04-14 12:16:05.965224,2026-04-14 12:16:14.332303,0 days 00:00:08.367079,0.008129525106922652,100,3,2,sigmoid,500,3,2,0.425531914893617,0.38461538461538464,0.47619047619047616,0.320580703,COMPLETE
27,0.2711864406779661,2026-04-14 12:16:14.332504,2026-04-14 12:16:22.767121,0 days 00:00:08.434617,1.529461118149333,150,3,2,isotonic,400,2,2,0.2711864406779661,0.21052631578947367,0.38095238095238093,0.026393827,COMPLETE
28,0.43243243243243246,2026-04-14 12:16:22.767320,2026-04-14 12:16:26.186846,0 days 00:00:03.419526,0.002076268860714667,250,2,2,isotonic,300,3,2,0.43243243243243246,0.5,0.38095238095238093,0.5234293266,COMPLETE
29,0.37037037037037035,2026-04-14 12:16:26.187122,2026-04-14 12:16:34.340452,0 days 00:00:08.153330,0.033884063222253215,100,2,2,sigmoid,600,2,2,0.37037037037037035,0.30303030303030304,0.47619047619047616,0.2086006876,COMPLETE
30,0.3076923076923077,2026-04-14 12:16:34.340731,2026-04-14 12:16:43.669172,0 days 00:00:09.328441,19.216201701256498,150,3,2,isotonic,400,3,2,0.3076923076923077,0.25806451612903225,0.38095238095238093,0.0488473969,COMPLETE
31,0.425531914893617,2026-04-14 12:16:43.669432,2026-04-14 12:16:46.980643,0 days 00:00:03.311211,0.0025947856051435863,50,3,1,isotonic,700,2,2,0.425531914893617,0.38461538461538464,0.47619047619047616,0.3371579876,COMPLETE
32,0.38095238095238093,2026-04-14 12:16:46.980848,2026-04-14 12:16:50.317025,0 days 00:00:03.336177,0.005151105794971433,100,3,2,isotonic,500,2,2,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.3540931041,COMPLETE
33,0.45454545454545453,2026-04-14 12:16:50.317231,2026-04-14 12:16:53.869438,0 days 00:00:03.552207,0.002282986421513832,50,3,2,isotonic,800,2,2,0.45454545454545453,0.43478260869565216,0.47619047619047616,0.3773706204,COMPLETE
34,0.41509433962264153,2026-04-14 12:16:53.869642,2026-04-14 12:17:01.884234,0 days 00:00:08.014592,0.013273136907644775,100,3,2,sigmoid,200,2,2,0.41509433962264153,0.34375,0.5238095238095238,0.2870901259,COMPLETE
35,0.45454545454545453,2026-04-14 12:17:01.884446,2026-04-14 12:17:05.305316,0 days 00:00:03.420870,0.001679219034488575,50,3,2,isotonic,400,2,2,0.45454545454545453,0.43478260869565216,0.47619047619047616,0.4284074737,COMPLETE
36,0.45454545454545453,2026-04-14 12:17:05.305523,2026-04-14 12:17:06.739648,0 days 00:00:01.434125,0.0017028827437479766,50,1,2,isotonic,400,2,1,0.45454545454545453,0.43478260869565216,0.47619047619047616,0.4284074737,COMPLETE
37,0.34615384615384615,2026-04-14 12:17:06.740002,2026-04-14 12:17:10.191932,0 days 00:00:03.451930,0.015309078972323318,300,3,2,isotonic,400,2,2,0.34615384615384615,0.2903225806451613,0.42857142857142855,0.2608695652,COMPLETE
38,0.5333333333333333,2026-04-14 12:17:10.192150,2026-04-14 12:17:18.529466,0 days 00:00:08.337316,0.0015019845300775214,50,3,2,sigmoid,200,3,2,0.5333333333333333,0.5,0.5714285714285714,0.3535560717,COMPLETE
39,0.3333333333333333,2026-04-14 12:17:18.529672,2026-04-14 12:17:25.375052,0 days 00:00:06.845380,0.12808848324480826,200,2,2,sigmoid,200,4,1,0.3333333333333333,0.2727272727272727,0.42857142857142855,0.2614193774,COMPLETE
40,0.3728813559322034,2026-04-14 12:17:25.375250,2026-04-14 12:17:33.695913,0 days 00:00:08.320663,0.03595338816122181,250,3,2,sigmoid,200,3,2,0.3728813559322034,0.2894736842105263,0.5238095238095238,0.1845057187,COMPLETE
41,0.5333333333333333,2026-04-14 12:17:33.696110,2026-04-14 12:17:41.892925,0 days 00:00:08.196815,0.0014822561127395813,50,3,2,sigmoid,300,2,2,0.5333333333333333,0.5,0.5714285714285714,0.3479801832,COMPLETE
42,0.4583333333333333,2026-04-14 12:17:41.893139,2026-04-14 12:17:50.130939,0 days 00:00:08.237800,0.007345731514233499,50,3,2,sigmoid,300,3,2,0.4583333333333333,0.4074074074074074,0.5238095238095238,0.3131946136,COMPLETE
43,0.46511627906976744,2026-04-14 12:17:50.131143,2026-04-14 12:17:58.602985,0 days 00:00:08.471842,0.007815136637455419,50,3,2,sigmoid,300,4,2,0.46511627906976744,0.45454545454545453,0.47619047619047616,0.3502682851,COMPLETE
44,0.4489795918367347,2026-04-14 12:17:58.603195,2026-04-14 12:18:06.876679,0 days 00:00:08.273484,0.01001239786128476,50,3,2,sigmoid,200,4,2,0.4489795918367347,0.39285714285714285,0.5238095238095238,0.3144536894,COMPLETE
45,0.47619047619047616,2026-04-14 12:18:06.876885,2026-04-14 12:18:15.196889,0 days 00:00:08.320004,0.006023721351628348,50,1,2,sigmoid,300,4,2,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.3501332256,COMPLETE
46,0.5333333333333333,2026-04-14 12:18:15.197090,2026-04-14 12:18:21.247707,0 days 00:00:06.050617,0.0014245081616561389,50,1,2,sigmoid,200,4,1,0.5333333333333333,0.5,0.5714285714285714,0.3591896572,COMPLETE
47,0.5217391304347826,2026-04-14 12:18:21.247909,2026-04-14 12:18:27.432310,0 days 00:00:06.184401,0.001108048031374432,50,1,2,sigmoid,200,4,1,0.5217391304347826,0.48,0.5714285714285714,0.350885272,COMPLETE
48,0.5333333333333333,2026-04-14 12:18:27.432510,2026-04-14 12:18:33.550056,0 days 00:00:06.117546,0.0011879239558609778,50,1,2,sigmoid,200,4,1,0.5333333333333333,0.5,0.5714285714285714,0.3520595702,COMPLETE
49,0.5106382978723404,2026-04-14 12:18:33.550253,2026-04-14 12:18:39.637934,0 days 00:00:06.087681,0.0011018660418865137,50,1,2,sigmoid,200,4,1,0.5106382978723404,0.46153846153846156,0.5714285714285714,0.3494674312,COMPLETE
50,0.5217391304347826,2026-04-14 12:18:39.638133,2026-04-14 12:18:45.857662,0 days 00:00:06.219529,0.0015275139035162077,50,1,2,sigmoid,200,5,1,0.5217391304347826,0.48,0.5714285714285714,0.3425929196,COMPLETE
51,0.5333333333333333,2026-04-14 12:18:45.857991,2026-04-14 12:18:52.313579,0 days 00:00:06.455588,0.001452284436729753,50,1,2,sigmoid,200,5,1,0.5333333333333333,0.5,0.5714285714285714,0.3575774997,COMPLETE
52,0.5217391304347826,2026-04-14 12:18:52.313782,2026-04-14 12:18:58.485565,0 days 00:00:06.171783,0.0011283674798496898,50,1,2,sigmoid,200,5,1,0.5217391304347826,0.48,0.5714285714285714,0.352007966,COMPLETE
53,0.5106382978723404,2026-04-14 12:18:58.485756,2026-04-14 12:19:04.705708,0 days 00:00:06.219952,0.0014966164044130485,100,1,2,sigmoid,200,4,1,0.5106382978723404,0.46153846153846156,0.5714285714285714,0.3358942504,COMPLETE
54,0.5116279069767442,2026-04-14 12:19:04.706044,2026-04-14 12:19:10.951998,0 days 00:00:06.245954,0.0033519799244932213,50,1,2,sigmoid,200,4,1,0.5116279069767442,0.5,0.5238095238095238,0.3611405234,COMPLETE
55,0.5333333333333333,2026-04-14 12:19:10.952195,2026-04-14 12:19:17.228604,0 days 00:00:06.276409,0.0014756617773107644,50,1,2,sigmoid,200,5,1,0.5333333333333333,0.5,0.5714285714285714,0.3562391122,COMPLETE
56,0.45,2026-04-14 12:19:17.228818,2026-04-14 12:19:23.468952,0 days 00:00:06.240134,0.0042717183489558155,100,1,2,sigmoid,200,5,1,0.45,0.47368421052631576,0.42857142857142855,0.4133120845,COMPLETE
57,0.5217391304347826,2026-04-14 12:19:23.469153,2026-04-14 12:19:29.469637,0 days 00:00:06.000484,0.0018479843591042804,50,1,2,sigmoid,200,5,1,0.5217391304347826,0.48,0.5714285714285714,0.3371104799,COMPLETE
58,0.3157894736842105,2026-04-14 12:19:29.469838,2026-04-14 12:19:42.677899,0 days 00:00:13.208061,3.9655540927781128,100,1,2,sigmoid,200,5,1,0.3157894736842105,0.35294117647058826,0.2857142857142857,0.5683610822,COMPLETE
59,0.5238095238095238,2026-04-14 12:19:42.678100,2026-04-14 12:19:48.820485,0 days 00:00:06.142385,0.0032444840186472102,50,1,2,sigmoid,200,5,1,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.3627980007,COMPLETE
60,0.5217391304347826,2026-04-14 12:19:48.820669,2026-04-14 12:19:55.073636,0 days 00:00:06.252967,0.0013270131073222545,100,1,2,sigmoid,300,5,1,0.5217391304347826,0.48,0.5714285714285714,0.3451821084,COMPLETE
61,0.5116279069767442,2026-04-14 12:19:55.073887,2026-04-14 12:20:01.352251,0 days 00:00:06.278364,0.0027210261361193303,50,1,2,sigmoid,200,5,1,0.5116279069767442,0.5,0.5238095238095238,0.3668017791,COMPLETE
62,0.5116279069767442,2026-04-14 12:20:01.352445,2026-04-14 12:20:07.557648,0 days 00:00:06.205203,0.001970916865147103,50,1,2,sigmoid,200,5,1,0.5116279069767442,0.5,0.5238095238095238,0.3694264351,COMPLETE
63,0.5106382978723404,2026-04-14 12:20:07.557853,2026-04-14 12:20:13.524230,0 days 00:00:05.966377,0.0010285746725968176,50,1,2,sigmoid,200,5,1,0.5106382978723404,0.46153846153846156,0.5714285714285714,0.334655295,COMPLETE
64,0.5116279069767442,2026-04-14 12:20:13.524432,2026-04-14 12:20:19.721831,0 days 00:00:06.197399,0.003007116485080419,50,1,2,sigmoid,300,5,1,0.5116279069767442,0.5,0.5238095238095238,0.3570986894,COMPLETE
65,0.5,2026-04-14 12:20:19.722188,2026-04-14 12:20:26.083697,0 days 00:00:06.361509,0.004128674277422947,50,1,2,sigmoid,200,4,1,0.5,0.4782608695652174,0.5238095238095238,0.3449449629,COMPLETE
66,0.5333333333333333,2026-04-14 12:20:26.083886,2026-04-14 12:20:32.301766,0 days 00:00:06.217880,0.0017085237725255008,50,1,2,sigmoid,200,5,1,0.5333333333333333,0.5,0.5714285714285714,0.3437237415,COMPLETE
67,0.5,2026-04-14 12:20:32.301960,2026-04-14 12:20:38.615655,0 days 00:00:06.313695,0.0015229560177098605,100,1,2,sigmoid,300,4,1,0.5,0.4444444444444444,0.5714285714285714,0.3357236409,COMPLETE
68,0.5116279069767442,2026-04-14 12:20:38.615859,2026-04-14 12:20:45.238318,0 days 00:00:06.622459,0.002069121941257952,50,2,2,sigmoid,200,5,1,0.5116279069767442,0.5,0.5238095238095238,0.3696186481,COMPLETE
69,0.45,2026-04-14 12:20:45.238520,2026-04-14 12:20:51.633071,0 days 00:00:06.394551,0.0049805557055960835,100,2,2,sigmoid,300,4,1,0.45,0.47368421052631576,0.42857142857142855,0.4080482808,COMPLETE
70,0.3333333333333333,2026-04-14 12:20:51.633309,2026-04-14 12:21:00.101423,0 days 00:00:08.468114,0.529198424577598,50,1,2,sigmoid,200,3,1,0.3333333333333333,0.4,0.2857142857142857,0.6188276636,COMPLETE
71,0.5,2026-04-14 12:21:00.101770,2026-04-14 12:21:06.352644,0 days 00:00:06.250874,0.002676557687784324,50,1,2,sigmoid,200,5,1,0.5,0.4782608695652174,0.5238095238095238,0.3543719554,COMPLETE
72,0.5333333333333333,2026-04-14 12:21:06.352845,2026-04-14 12:21:12.726850,0 days 00:00:06.374005,0.0013903923462420004,50,1,2,sigmoid,200,5,1,0.5333333333333333,0.5,0.5714285714285714,0.3611858373,COMPLETE
73,0.5333333333333333,2026-04-14 12:21:12.727078,2026-04-14 12:21:19.448689,0 days 00:00:06.721611,0.0014428951797278943,50,1,2,sigmoid,200,5,1,0.5333333333333333,0.5,0.5714285714285714,0.3581081436,COMPLETE
74,0.5116279069767442,2026-04-14 12:21:19.448923,2026-04-14 12:21:25.807493,0 days 00:00:06.358570,0.0019696981656231686,50,1,2,sigmoid,200,5,1,0.5116279069767442,0.5,0.5238095238095238,0.3430708257,COMPLETE
75,0.5,2026-04-14 12:21:25.807690,2026-04-14 12:21:32.956653,0 days 00:00:07.148963,0.00107348210679472,50,1,2,sigmoid,300,5,1,0.5,0.4444444444444444,0.5714285714285714,0.3346373014,COMPLETE
76,0.5333333333333333,2026-04-14 12:21:32.956877,2026-04-14 12:21:40.178726,0 days 00:00:07.221849,0.0014965091541932053,50,1,2,sigmoid,200,5,1,0.5333333333333333,0.5,0.5714285714285714,0.3550609187,COMPLETE
77,0.5,2026-04-14 12:21:40.178913,2026-04-14 12:21:46.602164,0 days 00:00:06.423251,0.0024032367559083793,100,1,2,sigmoid,300,4,1,0.5,0.4782608695652174,0.5238095238095238,0.3479058836,COMPLETE
78,0.5,2026-04-14 12:21:46.602549,2026-04-14 12:21:53.189465,0 days 00:00:06.586916,0.003983118340657871,50,1,2,sigmoid,200,3,1,0.5,0.4782608695652174,0.5238095238095238,0.3479254603,COMPLETE
79,0.4888888888888889,2026-04-14 12:21:53.189717,2026-04-14 12:22:00.452544,0 days 00:00:07.262827,0.001969455752486367,300,2,2,sigmoid,200,5,1,0.4888888888888889,0.4583333333333333,0.5238095238095238,0.3475092794,COMPLETE
