number,value,datetime_start,datetime_complete,duration,params_C,params_aux_max_features,params_aux_min_df,params_aux_ngram_high,params_calibration_method,params_readme_max_features,params_readme_min_df,params_readme_ngram_high,user_attrs_f1,user_attrs_precision,user_attrs_recall,user_attrs_threshold,state
11,0.5531914893617021,2026-04-14 12:04:34.729050,2026-04-14 12:04:38.625222,0 days 00:00:03.896172,0.0010916164036835086,300,3,1,isotonic,400,2,2,0.5531914893617021,0.45614035087719296,0.7027027027027027,0.2882882883,COMPLETE
12,0.5684210526315789,2026-04-14 12:04:38.625438,2026-04-14 12:04:42.378438,0 days 00:00:03.753000,0.0011066222536903292,200,3,1,isotonic,500,2,2,0.5684210526315789,0.46551724137931033,0.7297297297297297,0.2952100428,COMPLETE
13,0.3157894736842105,2026-04-14 12:04:42.378654,2026-04-14 12:04:46.111946,0 days 00:00:03.733292,0.005673565860008007,200,3,1,isotonic,500,4,2,0.3157894736842105,0.25862068965517243,0.40540540540540543,0.0072202449,COMPLETE
14,0.45,2026-04-14 12:04:46.112153,2026-04-14 12:04:55.035228,0 days 00:00:08.923075,0.007723391569927347,200,2,1,sigmoid,600,2,2,0.45,0.3253012048192771,0.7297297297297297,0.0798009351,COMPLETE
15,0.1702127659574468,2026-04-14 12:04:55.035438,2026-04-14 12:04:58.858710,0 days 00:00:03.823272,0.019473427401311444,150,3,1,isotonic,500,2,2,0.1702127659574468,0.4,0.10810810810810811,0.5058149127,COMPLETE
16,0.23214285714285715,2026-04-14 12:04:58.858952,2026-04-14 12:05:02.577499,0 days 00:00:03.718547,0.002718850000601308,200,3,1,isotonic,700,4,2,0.23214285714285715,0.17333333333333334,0.35135135135135137,0.0021264644,COMPLETE
17,0.34146341463414637,2026-04-14 12:05:02.577725,2026-04-14 12:05:11.174112,0 days 00:00:08.596387,0.02747673725391036,150,2,1,sigmoid,400,3,2,0.34146341463414637,0.2204724409448819,0.7567567567567568,0.0383308373,COMPLETE
18,0.5858585858585859,2026-04-14 12:05:11.174477,2026-04-14 12:05:20.174308,0 days 00:00:08.999831,0.0023054581743384307,250,3,1,sigmoid,700,2,2,0.5858585858585859,0.46774193548387094,0.7837837837837838,0.217096197,COMPLETE
19,0.509090909090909,2026-04-14 12:05:20.174566,2026-04-14 12:05:28.764691,0 days 00:00:08.590125,0.0039056032524366654,250,2,1,sigmoid,700,3,2,0.509090909090909,0.3835616438356164,0.7567567567567568,0.1507063662,COMPLETE
20,0.35555555555555557,2026-04-14 12:05:28.764919,2026-04-14 12:05:38.386174,0 days 00:00:09.621255,0.03211924458567418,250,3,2,sigmoid,700,2,2,0.35555555555555557,0.24489795918367346,0.6486486486486487,0.0533766692,COMPLETE
21,0.684931506849315,2026-04-14 12:05:38.386397,2026-04-14 12:05:47.977728,0 days 00:00:09.591331,0.0012072798160879608,200,3,1,sigmoid,600,2,2,0.684931506849315,0.6944444444444444,0.6756756756756757,0.4159934557,COMPLETE
22,0.5471698113207547,2026-04-14 12:05:47.977924,2026-04-14 12:05:57.094656,0 days 00:00:09.116732,0.002899709580901942,150,3,1,sigmoid,600,2,2,0.5471698113207547,0.42028985507246375,0.7837837837837838,0.1833095727,COMPLETE
23,0.4369747899159664,2026-04-14 12:05:57.094866,2026-04-14 12:06:06.483709,0 days 00:00:09.388843,0.008654028335666891,200,3,1,sigmoid,800,2,2,0.4369747899159664,0.3170731707317073,0.7027027027027027,0.0775710701,COMPLETE
24,0.5656565656565656,2026-04-14 12:06:06.483933,2026-04-14 12:06:15.192700,0 days 00:00:08.708767,0.0025787607102744875,300,3,1,sigmoid,600,3,2,0.5656565656565656,0.45161290322580644,0.7567567567567568,0.2162402961,COMPLETE
25,0.42028985507246375,2026-04-14 12:06:15.192895,2026-04-14 12:06:25.066319,0 days 00:00:09.873424,0.30121832210859445,250,2,1,sigmoid,700,2,2,0.42028985507246375,0.2871287128712871,0.7837837837837838,0.0535727275,COMPLETE
26,0.6153846153846154,2026-04-14 12:06:25.066518,2026-04-14 12:06:34.515234,0 days 00:00:09.448716,0.0022137905666964695,150,3,1,sigmoid,600,3,2,0.6153846153846154,0.5853658536585366,0.6486486486486487,0.335458852,COMPLETE
27,0.36923076923076925,2026-04-14 12:06:34.515449,2026-04-14 12:06:43.595285,0 days 00:00:09.079836,0.015609915773230185,100,3,1,sigmoid,500,4,2,0.36923076923076925,0.25806451612903225,0.6486486486486487,0.0569696643,COMPLETE
28,0.48695652173913045,2026-04-14 12:06:43.595514,2026-04-14 12:06:52.965633,0 days 00:00:09.370119,0.004481627164654889,150,2,1,sigmoid,500,3,2,0.48695652173913045,0.358974358974359,0.7567567567567568,0.1255725716,COMPLETE
29,0.345679012345679,2026-04-14 12:06:52.965849,2026-04-14 12:06:59.644039,0 days 00:00:06.678190,0.04053230136054087,150,3,1,sigmoid,600,3,1,0.345679012345679,0.224,0.7567567567567568,0.0393925045,COMPLETE
30,0.691358024691358,2026-04-14 12:06:59.644248,2026-04-14 12:07:09.338994,0 days 00:00:09.694746,0.0011898537108059421,100,3,1,sigmoid,600,4,2,0.691358024691358,0.6363636363636364,0.7567567567567568,0.3555647666,COMPLETE
31,0.6666666666666666,2026-04-14 12:07:09.339204,2026-04-14 12:07:18.067192,0 days 00:00:08.727988,0.0014907247672825165,100,3,1,sigmoid,600,4,2,0.6666666666666666,0.6341463414634146,0.7027027027027027,0.3717360271,COMPLETE
32,0.7027027027027027,2026-04-14 12:07:18.067457,2026-04-14 12:07:26.491685,0 days 00:00:08.424228,0.0010675950493233644,100,3,1,sigmoid,500,4,2,0.7027027027027027,0.7027027027027027,0.7027027027027027,0.4108961462,COMPLETE
33,0.6933333333333334,2026-04-14 12:07:26.491892,2026-04-14 12:07:34.782455,0 days 00:00:08.290563,0.0011239784297407114,100,3,1,sigmoid,500,4,2,0.6933333333333334,0.6842105263157895,0.7027027027027027,0.4114461918,COMPLETE
34,0.7,2026-04-14 12:07:34.782649,2026-04-14 12:07:43.129997,0 days 00:00:08.347348,0.0010757848993809393,50,3,1,sigmoid,400,5,2,0.7,0.6511627906976745,0.7567567567567568,0.3723603452,COMPLETE
35,0.7027027027027027,2026-04-14 12:07:43.130194,2026-04-14 12:07:51.672432,0 days 00:00:08.542238,0.0010190086221737221,50,3,2,sigmoid,300,5,2,0.7027027027027027,0.7027027027027027,0.7027027027027027,0.4298410178,COMPLETE
36,0.46774193548387094,2026-04-14 12:07:51.672643,2026-04-14 12:08:00.412230,0 days 00:00:08.739587,0.005672451703658701,50,3,2,sigmoid,300,5,2,0.46774193548387094,0.3333333333333333,0.7837837837837838,0.087880351,COMPLETE
37,0.42758620689655175,2026-04-14 12:08:00.412472,2026-04-14 12:08:13.555123,0 days 00:00:13.142651,2.4301293008561182,50,2,2,sigmoid,300,5,1,0.42758620689655175,0.28703703703703703,0.8378378378378378,0.0506849015,COMPLETE
38,0.5,2026-04-14 12:08:13.555338,2026-04-14 12:08:22.705269,0 days 00:00:09.149931,0.004271856750599252,50,3,2,sigmoid,400,5,2,0.5,0.3614457831325301,0.8108108108108109,0.1116627234,COMPLETE
39,0.39344262295081966,2026-04-14 12:08:22.705465,2026-04-14 12:08:29.265928,0 days 00:00:06.560463,0.010895105955290066,100,2,2,sigmoid,200,5,1,0.39344262295081966,0.2823529411764706,0.6486486486486487,0.0654926456,COMPLETE
40,0.4,2026-04-14 12:08:29.266120,2026-04-14 12:08:39.470433,0 days 00:00:10.204313,0.17936070701738702,50,3,2,sigmoid,300,5,2,0.4,0.26851851851851855,0.7837837837837838,0.0481548976,COMPLETE
41,0.691358024691358,2026-04-14 12:08:39.470638,2026-04-14 12:08:48.421012,0 days 00:00:08.950374,0.0010740188270087561,100,3,1,sigmoid,400,4,2,0.691358024691358,0.6363636363636364,0.7567567567567568,0.3587632952,COMPLETE
42,0.6486486486486487,2026-04-14 12:08:48.421201,2026-04-14 12:08:57.490882,0 days 00:00:09.069681,0.0017908190323225358,50,3,1,sigmoid,400,4,2,0.6486486486486487,0.6486486486486487,0.6486486486486487,0.3790328607,COMPLETE
43,0.7027027027027027,2026-04-14 12:08:57.491086,2026-04-14 12:09:05.951548,0 days 00:00:08.460462,0.0010067445312451995,100,3,2,sigmoid,500,4,2,0.7027027027027027,0.7027027027027027,0.7027027027027027,0.4258384557,COMPLETE
44,0.4305555555555556,2026-04-14 12:09:05.951771,2026-04-14 12:09:18.394269,0 days 00:00:12.442498,0.9706027808741428,100,3,2,sigmoid,500,4,2,0.4305555555555556,0.2897196261682243,0.8378378378378378,0.0516785184,COMPLETE
45,0.6486486486486487,2026-04-14 12:09:18.394454,2026-04-14 12:09:26.714495,0 days 00:00:08.320041,0.001849065371958523,50,3,2,sigmoid,200,5,2,0.6486486486486487,0.6486486486486487,0.6486486486486487,0.3774517827,COMPLETE
46,0.5370370370370371,2026-04-14 12:09:26.714710,2026-04-14 12:09:35.078161,0 days 00:00:08.363451,0.0031832560040375483,100,1,2,sigmoid,300,4,2,0.5370370370370371,0.4084507042253521,0.7837837837837838,0.1673529872,COMPLETE
47,0.46153846153846156,2026-04-14 12:09:35.078570,2026-04-14 12:09:43.570997,0 days 00:00:08.492427,0.006621956840519425,50,3,2,sigmoid,400,5,2,0.46153846153846156,0.3375,0.7297297297297297,0.0900851961,COMPLETE
48,0.14634146341463414,2026-04-14 12:09:43.571195,2026-04-14 12:09:51.569716,0 days 00:00:07.998521,12.984386752070757,100,3,2,isotonic,500,4,1,0.14634146341463414,0.75,0.08108108108108109,0.6598639456,COMPLETE
49,0.6842105263157895,2026-04-14 12:09:51.569911,2026-04-14 12:09:59.992067,0 days 00:00:08.422156,0.0015383243556899573,50,3,2,sigmoid,500,5,2,0.6842105263157895,0.6666666666666666,0.7027027027027027,0.3752187631,COMPLETE
50,0.6933333333333334,2026-04-14 12:09:59.992266,2026-04-14 12:10:08.416404,0 days 00:00:08.424138,0.0010496029033207446,100,3,2,sigmoid,400,4,2,0.6933333333333334,0.6842105263157895,0.7027027027027027,0.4118370173,COMPLETE
51,0.7027027027027027,2026-04-14 12:10:08.416768,2026-04-14 12:10:16.778540,0 days 00:00:08.361772,0.001001752514594732,100,3,2,sigmoid,400,4,2,0.7027027027027027,0.7027027027027027,0.7027027027027027,0.4194926647,COMPLETE
52,0.6486486486486487,2026-04-14 12:10:16.778728,2026-04-14 12:10:25.198641,0 days 00:00:08.419913,0.0018353290609878297,100,3,2,sigmoid,300,4,2,0.6486486486486487,0.6486486486486487,0.6486486486486487,0.3752819915,COMPLETE
53,0.5283018867924528,2026-04-14 12:10:25.198846,2026-04-14 12:10:33.546048,0 days 00:00:08.347202,0.0034976876768179344,50,3,2,sigmoid,400,4,2,0.5283018867924528,0.4057971014492754,0.7567567567567568,0.1715545632,COMPLETE
54,0.6666666666666666,2026-04-14 12:10:33.546240,2026-04-14 12:10:42.002229,0 days 00:00:08.455989,0.001638294014316369,100,3,2,sigmoid,500,4,2,0.6666666666666666,0.6857142857142857,0.6486486486486487,0.4080487399,COMPLETE
55,0.6197183098591549,2026-04-14 12:10:42.002420,2026-04-14 12:10:45.700572,0 days 00:00:03.698152,0.0010538591779876223,50,1,2,isotonic,500,5,2,0.6197183098591549,0.6470588235294118,0.5945945945945946,0.5048086851,COMPLETE
56,0.58,2026-04-14 12:10:45.700773,2026-04-14 12:10:54.136417,0 days 00:00:08.435644,0.0023958498029670442,50,3,2,sigmoid,400,4,2,0.58,0.4603174603174603,0.7837837837837838,0.2265270321,COMPLETE
57,0.48214285714285715,2026-04-14 12:10:54.136617,2026-04-14 12:11:02.677592,0 days 00:00:08.540975,0.004976904633184373,100,3,2,sigmoid,500,5,2,0.48214285714285715,0.36,0.7297297297297297,0.1274477381,COMPLETE
58,0.3373493975903614,2026-04-14 12:11:02.677871,2026-04-14 12:11:11.238982,0 days 00:00:08.561111,0.05300525352388982,150,3,1,sigmoid,300,4,2,0.3373493975903614,0.21705426356589147,0.7567567567567568,0.0367985041,COMPLETE
59,0.2777777777777778,2026-04-14 12:11:11.239223,2026-04-14 12:11:14.815762,0 days 00:00:03.576539,0.003183445141538748,100,3,1,isotonic,400,4,2,0.2777777777777778,0.2112676056338028,0.40540540540540543,0.0021545392,COMPLETE
60,0.691358024691358,2026-04-14 12:11:14.815988,2026-04-14 12:11:23.975808,0 days 00:00:09.159820,0.0013881098929216958,50,3,2,sigmoid,400,5,2,0.691358024691358,0.6363636363636364,0.7567567567567568,0.3400646964,COMPLETE
61,0.7027027027027027,2026-04-14 12:11:23.976032,2026-04-14 12:11:33.758282,0 days 00:00:09.782250,0.0010049188977046587,100,3,2,sigmoid,400,4,2,0.7027027027027027,0.7027027027027027,0.7027027027027027,0.4130540503,COMPLETE
62,0.6233766233766234,2026-04-14 12:11:33.758517,2026-04-14 12:11:42.448731,0 days 00:00:08.690214,0.002096960033658865,100,3,2,sigmoid,300,4,2,0.6233766233766234,0.6,0.6486486486486487,0.3413302072,COMPLETE
63,0.7027027027027027,2026-04-14 12:11:42.448937,2026-04-14 12:11:51.051168,0 days 00:00:08.602231,0.0010162945391723154,150,3,2,sigmoid,500,4,2,0.7027027027027027,0.7027027027027027,0.7027027027027027,0.4132238856,COMPLETE
64,0.5742574257425742,2026-04-14 12:11:51.051382,2026-04-14 12:11:59.588158,0 days 00:00:08.536776,0.0023978828683005314,150,3,2,sigmoid,500,4,2,0.5742574257425742,0.453125,0.7837837837837838,0.2286210232,COMPLETE
65,0.676056338028169,2026-04-14 12:11:59.588354,2026-04-14 12:12:07.981768,0 days 00:00:08.393414,0.0015355575727453454,150,3,2,sigmoid,400,4,2,0.676056338028169,0.7058823529411765,0.6486486486486487,0.4098991324,COMPLETE
66,0.509090909090909,2026-04-14 12:12:07.981970,2026-04-14 12:12:16.548089,0 days 00:00:08.566119,0.003466916215084529,150,3,2,sigmoid,200,3,2,0.509090909090909,0.3835616438356164,0.7567567567567568,0.1603410907,COMPLETE
67,0.6753246753246753,2026-04-14 12:12:16.548276,2026-04-14 12:12:24.972803,0 days 00:00:08.424527,0.0014412047796691617,100,3,2,sigmoid,400,4,2,0.6753246753246753,0.65,0.7027027027027027,0.3713497618,COMPLETE
68,0.7027027027027027,2026-04-14 12:12:24.973043,2026-04-14 12:12:33.437203,0 days 00:00:08.464160,0.001001628101174735,50,2,2,sigmoid,300,5,2,0.7027027027027027,0.7027027027027027,0.7027027027027027,0.4303598312,COMPLETE
69,0.21052631578947367,2026-04-14 12:12:33.437414,2026-04-14 12:12:36.976598,0 days 00:00:03.539184,0.0021630800845041775,100,2,2,isotonic,300,4,2,0.21052631578947367,0.15584415584415584,0.32432432432432434,0.0327388999,COMPLETE
70,0.42276422764227645,2026-04-14 12:12:36.976785,2026-04-14 12:12:45.398133,0 days 00:00:08.421348,0.008534867412498521,150,2,2,sigmoid,200,3,2,0.42276422764227645,0.3023255813953488,0.7027027027027027,0.0704293755,COMPLETE
71,0.7027027027027027,2026-04-14 12:12:45.398338,2026-04-14 12:12:53.675003,0 days 00:00:08.276665,0.0010419831421043652,50,2,2,sigmoid,400,5,2,0.7027027027027027,0.7027027027027027,0.7027027027027027,0.4289643717,COMPLETE
72,0.6835443037974683,2026-04-14 12:12:53.675208,2026-04-14 12:13:03.915549,0 days 00:00:10.240341,0.001355815367634149,50,2,2,sigmoid,300,5,2,0.6835443037974683,0.6428571428571429,0.7297297297297297,0.354363757,COMPLETE
73,0.7,2026-04-14 12:13:03.915764,2026-04-14 12:13:13.427852,0 days 00:00:09.512088,0.0010219250405313597,50,2,2,sigmoid,500,5,2,0.7,0.6511627906976745,0.7567567567567568,0.3869006799,COMPLETE
74,0.5631067961165048,2026-04-14 12:13:13.428054,2026-04-14 12:13:22.477317,0 days 00:00:09.049263,0.0027277937183018803,50,2,2,sigmoid,500,5,2,0.5631067961165048,0.4393939393939394,0.7837837837837838,0.2022046728,COMPLETE
75,0.6486486486486487,2026-04-14 12:13:22.477535,2026-04-14 12:13:31.761217,0 days 00:00:09.283682,0.0019076288808114574,100,2,2,sigmoid,400,5,2,0.6486486486486487,0.6486486486486487,0.6486486486486487,0.3644450108,COMPLETE
76,0.676056338028169,2026-04-14 12:13:31.761432,2026-04-14 12:13:40.822182,0 days 00:00:09.060750,0.0013800283905182995,50,2,2,sigmoid,300,5,2,0.676056338028169,0.7058823529411765,0.6486486486486487,0.4381658371,COMPLETE
77,0.48739495798319327,2026-04-14 12:13:40.822400,2026-04-14 12:13:49.451656,0 days 00:00:08.629256,0.004410130713543776,200,2,2,sigmoid,500,4,2,0.48739495798319327,0.35365853658536583,0.7837837837837838,0.12203445,COMPLETE
78,0.5631067961165048,2026-04-14 12:13:49.451852,2026-04-14 12:13:58.195358,0 days 00:00:08.743506,0.0024953076025687852,100,2,2,sigmoid,400,5,2,0.5631067961165048,0.4393939393939394,0.7837837837837838,0.2084879745,COMPLETE
79,0.6486486486486487,2026-04-14 12:13:58.195556,2026-04-14 12:14:08.197100,0 days 00:00:10.001544,0.0017701208736327799,50,2,2,sigmoid,300,4,2,0.6486486486486487,0.6486486486486487,0.6486486486486487,0.3792158804,COMPLETE
